age,state,education_level,employment_type,employment_stability_months,monthly_income,monthly_rent,monthly_cashflow,rent_payment_consistency,utility_payment_consistency,phone_payment_consistency,insurance_payment_consistency,num_subscriptions,subscription_payment_consistency,minimum_bank_balance,monthly_savings,savings_goal_completion_rate,p2p_monthly_volume,risky_p2p_ratio,monthly_overdrafts,credit_score,loan_approval
18,TN,bachelors,self_employed,4,5084,1040,4072,0.816,0.831,0.838,0.756,5,0.763,1111,733,0.532,326,0.225,2,555,No
23,OH,bachelors,self_employed,12,4178,769,2797,0.88,0.916,0.824,0.833,0,0.557,530,307,0.306,636,0.173,2,601,Yes
19,CA,bachelors,self_employed,19,4290,662,3071,0.865,0.961,0.88,0.878,8,0.723,349,843,0.365,526,0.125,2,596,No
21,AZ,some_college,self_employed,10,4872,1044,3345,0.834,0.746,0.682,0.857,1,0.873,477,551,0.229,89,0.122,2,564,No
21,WA,graduate,self_employed,18,5365,664,3695,0.68,0.652,0.6,0.523,6,0.837,832,777,0.492,93,0.31,2,575,No
22,MA,bachelors,self_employed,11,4742,488,4008,0.653,0.749,0.776,0.723,2,0.767,452,592,0.474,1117,0.188,2,566,No
23,FL,some_college,self_employed,18,5460,411,4496,0.517,0.539,0.62,0.5,8,0.973,659,1065,0.716,704,0.164,1,579,No
22,MD,some_college,self_employed,6,3897,517,2590,0.841,0.946,0.912,0.909,8,0.537,684,291,0.044,594,0.246,1,588,No
19,TN,bachelors,unemployed,1,5343,598,4442,0.68,0.715,0.772,0.591,2,0.783,692,573,0.215,9,0.194,1,526,No
23,MA,graduate,unemployed,0,5297,891,3253,0.643,0.585,0.6,0.734,2,0.823,462,390,0.436,912,0.262,2,542,No
18,MD,graduate,unemployed,0,5164,995,3759,0.585,0.446,0.6,0.544,8,0.736,987,531,0.117,595,0.14,2,545,No
21,IN,some_college,unemployed,0,5236,1028,3900,0.556,0.454,0.6,0.5,2,0.868,772,544,0.111,998,0.17,1,537,No
23,NY,graduate,unemployed,1,4294,880,3329,0.516,0.561,0.6,0.551,8,0.817,498,783,0.518,583,0.152,2,557,No
19,GA,graduate,unemployed,0,4558,657,3346,0.707,0.662,0.691,0.567,7,0.944,346,905,0.505,235,0.123,1,521,No
19,NJ,graduate,unemployed,0,4853,635,3518,0.788,0.783,0.715,0.944,3,0.795,835,537,0.152,261,0.272,1,532,No
20,WI,graduate,unemployed,0,4028,584,3423,0.888,0.929,0.949,0.937,1,0.608,668,574,0.325,449,0.349,2,552,No
20,MA,bachelors,unemployed,0,4983,1102,3188,0.739,0.609,0.63,0.729,2,0.554,524,844,0.532,429,0.348,2,539,No
18,TX,high_school,unemployed,1,5297,944,3948,0.693,0.582,0.622,0.585,0,0.948,1012,838,0.438,758,0.362,2,524,No
24,AZ,high_school,unemployed,0,4217,1003,3207,0.554,0.547,0.6,0.561,1,0.642,870,487,0.118,726,0.323,1,575,No
23,PA,high_school,gig,3,4337,1941,2304,0.67,0.696,0.753,0.542,8,0.712,563,273,0.346,208,0.224,2,529,No
25,WA,bachelors,gig,4,4019,1828,2135,0.794,0.901,0.961,0.873,3,0.723,723,193,0.01,410,0.336,2,559,No
20,PA,high_school,gig,5,4296,1210,2361,0.689,0.719,0.723,0.874,4,0.611,373,140,0.049,410,0.284,1,531,No
20,CA,graduate,gig,5,4811,2212,1661,0.581,0.628,0.6,0.5,3,0.517,793,297,0.197,86,0.302,1,551,No
22,WA,bachelors,gig,2,5096,2018,3117,0.662,0.572,0.665,0.553,1,0.96,802,721,0.499,596,0.204,2,534,No
25,NC,high_school,gig,5,5404,2027,2179,0.57,0.572,0.6,0.547,8,0.647,1172,546,0.775,550,0.344,1,537,No
25,MA,bachelors,gig,2,5076,1698,3143,0.773,0.892,0.855,0.779,1,0.629,672,776,0.327,718,0.169,1,569,No
22,WA,high_school,gig,5,4008,1788,2010,0.769,0.866,0.806,0.666,2,0.738,513,549,0.409,194,0.25,1,553,No
21,PA,bachelors,gig,4,3915,1711,2116,0.812,0.698,0.661,0.959,7,0.807,742,392,0.096,493,0.211,1,550,No
22,NY,some_college,gig,5,4314,1654,1440,0.71,0.687,0.679,0.514,8,0.674,880,351,0.462,61,0.309,2,531,No
19,IL,bachelors,part_time,8,4166,1940,2025,0.719,0.641,0.621,0.591,5,0.683,624,207,0.326,381,0.21,1,570,No
21,GA,bachelors,part_time,6,5167,1404,3012,0.722,0.829,0.836,0.836,2,0.736,395,468,0.091,869,0.289,1,586,No
18,NY,some_college,part_time,11,4315,1402,2575,0.586,0.512,0.6,0.771,5,0.63,556,487,0.565,352,0.106,1,568,No
20,NJ,bachelors,part_time,7,5098,1782,3069,0.769,0.766,0.851,0.822,1,0.691,601,638,0.203,171,0.292,2,579,No
19,GA,bachelors,part_time,3,3662,1531,1777,0.625,0.671,0.654,0.767,6,0.636,519,472,0.449,533,0.39,1,541,No
21,OH,high_school,part_time,2,4855,1715,3334,0.567,0.448,0.6,0.629,7,0.774,383,497,0.458,85,0.131,2,521,No
22,MA,bachelors,part_time,3,3969,1706,1418,0.751,0.64,0.65,0.938,0,0.832,809,186,0.248,276,0.38,2,553,No
20,MD,graduate,part_time,1,4710,2355,1426,0.674,0.716,0.677,0.683,5,0.741,513,103,0.029,211,0.178,2,540,No
20,MO,graduate,part_time,9,4204,1787,1535,0.503,0.63,0.612,0.5,0,0.883,818,305,0.577,280,0.212,1,576,No
24,NC,some_college,part_time,11,5196,1974,2775,0.532,0.569,0.6,0.514,4,0.642,968,699,0.452,70,0.155,1,571,No
25,PA,high_school,part_time,6,3884,1856,2133,0.52,0.53,0.6,0.5,1,0.641,364,340,0.024,92,0.145,2,539,No
23,TX,bachelors,full_time,28,4449,1264,2700,0.837,0.973,0.897,0.923,6,0.536,647,264,0.401,390,0.348,1,641,Yes
25,MA,some_college,full_time,7,4006,1268,2309,0.794,0.672,0.682,0.695,6,0.841,487,301,0.339,43,0.323,2,589,Yes
21,FL,some_college,full_time,23,4238,1306,2388,0.594,0.575,0.6,0.5,4,0.792,569,264,0.503,595,0.335,2,582,Yes
21,WI,high_school,full_time,24,3822,1911,1211,0.635,0.776,0.788,0.738,5,0.822,688,300,0.271,119,0.195,2,598,Yes
25,WA,high_school,full_time,12,5001,1595,3162,0.643,0.534,0.6,0.79,7,0.78,782,545,0.385,556,0.204,2,582,No
20,MA,some_college,full_time,11,3641,1820,1210,0.618,0.547,0.602,0.547,0,0.888,549,282,0.697,317,0.357,1,583,Yes
24,MO,graduate,full_time,7,3888,1944,1481,0.562,0.497,0.6,0.556,5,0.555,596,98,0.334,66,0.154,1,583,No
24,NY,bachelors,full_time,32,4847,2203,1885,0.647,0.678,0.727,0.613,3,0.828,1038,486,0.497,62,0.208,1,611,No
18,IN,bachelors,full_time,22,5186,2463,1791,0.516,0.4,0.6,0.566,3,0.98,464,414,0.482,194,0.158,1,570,No
24,MA,bachelors,full_time,14,5028,1416,2976,0.781,0.759,0.73,0.801,2,0.775,757,638,0.449,614,0.233,2,617,Yes
23,NJ,graduate,full_time,13,4344,2172,1637,0.743,0.762,0.669,0.782,8,0.963,491,475,0.549,203,0.1,2,614,No
18,NJ,some_college,self_employed,13,4115,1654,2420,0.509,0.605,0.6,0.665,8,0.756,660,466,0.142,471,0.207,1,547,No
22,MD,high_school,self_employed,22,5161,1815,3307,0.66,0.785,0.704,0.58,5,0.896,520,848,0.627,590,0.346,2,575,No
24,VA,bachelors,self_employed,3,3660,1314,2413,0.852,0.832,0.793,0.78,3,0.874,740,680,0.645,647,0.215,2,574,No
23,NY,some_college,self_employed,3,4528,1652,2490,0.769,0.919,0.933,0.789,8,0.545,632,614,0.282,344,0.125,1,570,No
24,PA,some_college,self_employed,20,4527,2089,2001,0.692,0.602,0.6,0.528,3,0.781,1016,362,0.208,272,0.333,2,562,No
24,NJ,some_college,self_employed,23,4248,1913,1496,0.638,0.684,0.631,0.587,5,0.808,949,240,0.109,22,0.377,2,556,No
19,WI,some_college,self_employed,19,3730,1311,1439,0.871,0.981,0.924,0.88,5,0.847,342,233,0.039,107,0.322,1,586,No
25,WA,high_school,self_employed,14,4775,1489,2803,0.733,0.782,0.684,0.797,2,0.53,501,628,0.311,476,0.296,2,581,Yes
23,MI,high_school,self_employed,16,5270,1420,3303,0.847,0.892,0.832,0.871,8,0.988,473,425,0.478,544,0.126,2,594,No
18,NJ,bachelors,self_employed,14,4006,2003,1640,0.696,0.769,0.794,0.852,5,0.678,482,490,0.885,141,0.344,2,586,No
18,GA,bachelors,self_employed,11,5433,2336,2346,0.561,0.68,0.61,0.725,6,0.76,960,629,0.648,427,0.172,1,565,No
20,PA,some_college,unemployed,0,3923,1483,2135,0.624,0.685,0.649,0.5,2,0.715,829,517,0.579,578,0.375,2,571,No
20,AZ,bachelors,unemployed,0,4989,1260,2904,0.884,0.825,0.848,0.777,3,0.553,512,698,0.548,273,0.282,1,550,No
19,IN,some_college,unemployed,0,4909,2176,1839,0.838,0.829,0.919,0.935,6,0.746,469,180,0.0,15,0.378,2,508,No
21,WI,graduate,unemployed,0,3635,1562,1813,0.696,0.643,0.731,0.704,3,0.714,695,366,0.599,320,0.218,1,542,No
18,NY,graduate,unemployed,0,5297,1703,3038,0.723,0.728,0.751,0.799,4,0.72,1099,739,0.358,170,0.227,2,531,No
25,IN,high_school,unemployed,1,5199,2125,1953,0.545,0.629,0.6,0.622,6,0.707,741,184,0.244,206,0.365,2,536,No
20,FL,high_school,unemployed,1,4971,1453,3267,0.782,0.823,0.876,0.809,6,0.863,1099,663,0.202,563,0.214,2,520,No
20,NY,some_college,unemployed,1,3832,1496,1475,0.668,0.611,0.61,0.685,2,0.559,363,148,0.275,129,0.104,1,538,No
25,MA,graduate,unemployed,0,3987,1644,1887,0.664,0.538,0.6,0.522,8,0.639,674,481,0.335,189,0.144,1,530,No
22,FL,high_school,unemployed,1,4178,1379,2433,0.667,0.57,0.6,0.795,8,0.589,598,473,0.648,95,0.331,2,520,No
19,FL,some_college,unemployed,1,4099,2049,1234,0.778,0.71,0.628,0.749,8,0.605,435,79,0.172,322,0.259,2,555,No
22,PA,bachelors,unemployed,0,4576,2288,1583,0.746,0.745,0.77,0.841,2,0.942,502,194,0.061,60,0.107,1,540,No
24,VA,bachelors,gig,5,4347,2173,2118,0.724,0.765,0.667,0.657,3,0.845,491,141,0.014,563,0.197,1,538,No
18,NJ,some_college,gig,3,5204,2602,2350,0.834,0.96,0.953,1.0,7,0.899,894,400,0.417,549,0.369,1,569,No
22,OH,high_school,gig,4,4657,2328,1334,0.731,0.68,0.658,0.578,2,0.64,371,394,0.668,84,0.271,2,527,No
22,NC,high_school,gig,0,4944,2472,1909,0.666,0.665,0.72,0.643,7,0.915,595,346,0.168,383,0.335,1,529,No
25,OH,some_college,gig,3,5353,2676,1758,0.636,0.631,0.6,0.722,5,0.572,1101,449,0.774,135,0.162,2,548,No
18,NJ,high_school,gig,2,4136,2068,1619,0.687,0.551,0.6,0.796,4,0.511,780,339,0.245,102,0.158,2,532,No
22,FL,bachelors,gig,0,3805,1902,781,0.506,0.543,0.6,0.5,3,0.771,598,91,0.501,205,0.185,2,524,No
25,TN,high_school,gig,2,3603,1801,765,0.861,0.726,0.716,0.786,1,0.713,366,152,0.454,214,0.307,2,536,No
19,TX,some_college,gig,4,5494,2747,1667,0.825,0.951,1.0,0.728,7,0.655,943,402,0.466,485,0.167,1,561,No
20,MA,bachelors,gig,5,4932,2466,2010,0.695,0.565,0.6,0.814,7,0.731,496,486,0.547,130,0.252,1,531,No
19,WA,graduate,gig,4,5122,2561,2173,0.736,0.658,0.754,0.851,2,0.987,679,293,0.459,605,0.229,2,544,No
21,FL,graduate,gig,2,3854,1927,758,0.737,0.726,0.79,0.735,7,0.588,841,51,0.0,208,0.279,2,542,No
21,PA,high_school,part_time,12,5173,2586,1988,0.764,0.75,0.838,0.957,7,0.598,916,256,0.3,311,0.376,1,586,No
19,PA,graduate,part_time,12,4693,2346,2076,0.841,0.71,0.657,0.877,0,0.5,746,611,0.355,288,0.36,2,578,No
24,MO,graduate,part_time,2,4331,2165,1516,0.584,0.487,0.6,0.644,8,0.692,925,394,0.313,446,0.301,1,550,No
25,TX,some_college,part_time,10,4847,2423,2173,0.555,0.647,0.6,0.5,6,0.812,693,339,0.504,393,0.207,1,575,No
21,AZ,bachelors,part_time,5,4958,2479,1783,0.871,0.894,0.899,0.857,7,0.852,456,303,0.455,145,0.319,1,582,No
19,MO,high_school,part_time,5,4002,2001,2172,0.819,0.763,0.747,0.735,5,0.768,306,355,0.571,587,0.32,1,550,No
22,NY,bachelors,part_time,5,4988,2494,1260,0.752,0.775,0.832,0.605,4,0.904,841,153,0.0,258,0.123,1,565,No
22,MD,some_college,part_time,3,3529,1764,1514,0.796,0.843,0.94,0.834,2,0.631,635,259,0.522,441,0.11,2,580,No
25,GA,graduate,part_time,12,5041,2520,1865,0.764,0.832,0.792,0.944,5,0.527,577,475,0.241,475,0.22,2,605,Yes
21,NC,graduate,part_time,7,4277,2138,1722,0.558,0.669,0.697,0.602,7,0.691,523,314,0.639,99,0.375,2,581,No
23,NC,high_school,full_time,4,4053,2026,1831,0.762,0.729,0.795,0.726,3,0.76,715,546,0.485,10,0.302,2,572,No
25,NC,bachelors,full_time,32,4219,2109,1374,0.577,0.434,0.6,0.636,3,0.975,720,311,0.226,309,0.139,2,586,No
20,NC,some_college,full_time,12,5335,2667,2545,0.618,0.666,0.722,0.729,7,0.961,621,398,0.556,331,0.177,1,596,No
23,IL,bachelors,full_time,18,3623,1811,1531,0.676,0.674,0.6,0.762,6,0.589,539,131,0.333,111,0.284,1,607,No
19,MA,bachelors,full_time,28,3644,1822,2077,0.508,0.507,0.6,0.504,0,0.832,418,467,0.693,588,0.101,1,579,No
19,WA,high_school,full_time,15,4606,2303,1234,0.882,0.977,1.0,0.896,8,0.968,593,272,0.381,323,0.399,2,624,No
19,OH,bachelors,full_time,27,5222,2611,2194,0.571,0.432,0.6,0.5,3,0.649,697,168,0.267,498,0.125,1,574,No
18,TN,some_college,full_time,5,4974,2487,1983,0.656,0.743,0.801,0.618,8,0.982,978,578,0.293,347,0.117,1,573,No
25,MD,some_college,full_time,32,5425,2712,2369,0.593,0.465,0.6,0.516,0,0.736,1153,145,0.244,133,0.104,2,580,No
25,FL,high_school,full_time,21,4751,2375,1515,0.546,0.574,0.611,0.5,3,0.713,934,447,0.698,166,0.136,2,597,Yes
21,NJ,some_college,full_time,16,5065,2532,1580,0.525,0.457,0.6,0.636,5,0.777,713,444,0.287,51,0.337,1,585,No
19,TX,some_college,self_employed,24,3513,1756,1193,0.783,0.811,0.746,0.598,7,0.846,372,250,0.434,210,0.172,1,578,No
25,VA,bachelors,self_employed,23,4753,2376,1601,0.668,0.685,0.739,0.551,8,0.988,797,425,0.823,259,0.166,1,609,No
19,TN,graduate,self_employed,19,5131,2565,1877,0.571,0.622,0.67,0.5,5,0.643,719,250,0.45,464,0.113,2,566,No
25,GA,high_school,self_employed,8,4554,2277,1673,0.789,0.816,0.864,0.739,3,0.874,955,179,0.0,116,0.129,1,590,No
25,AZ,high_school,self_employed,24,4698,2349,1366,0.558,0.686,0.612,0.585,6,0.687,674,134,0.112,138,0.161,1,564,No
19,AZ,graduate,self_employed,18,5244,2622,2238,0.568,0.522,0.6,0.564,2,0.895,895,454,0.208,566,0.357,2,547,No
25,CA,bachelors,self_employed,17,5214,2607,1908,0.792,0.863,0.772,0.885,5,0.717,564,537,0.831,5,0.225,2,619,No
24,FL,graduate,self_employed,17,4587,2293,1794,0.681,0.603,0.6,0.749,0,0.847,623,187,0.124,244,0.294,1,577,No
25,MA,high_school,self_employed,3,5257,2628,1703,0.686,0.577,0.6,0.604,5,0.813,949,85,0.177,197,0.368,2,526,No
21,NY,bachelors,self_employed,19,5113,2556,2394,0.706,0.829,0.87,0.79,0,0.555,663,490,0.329,179,0.294,1,595,No
23,TN,high_school,self_employed,17,3988,1994,1851,0.795,0.871,0.84,0.796,3,0.66,836,325,0.306,55,0.119,2,597,No
22,OH,high_school,unemployed,0,4425,2212,1831,0.857,0.844,0.919,0.774,2,0.644,966,141,0.02,151,0.249,2,531,No
20,MA,graduate,unemployed,1,4470,2235,1406,0.795,0.652,0.683,0.79,0,0.936,491,403,0.661,210,0.274,2,527,No
25,MI,some_college,unemployed,1,4437,2218,1404,0.569,0.497,0.6,0.5,4,0.885,364,194,0.25,85,0.286,1,498,No
20,NY,high_school,unemployed,0,3830,1915,1030,0.898,0.92,0.91,0.911,5,0.592,610,60,0.008,176,0.144,1,537,No
18,MA,some_college,unemployed,1,4328,2164,1904,0.871,0.768,0.814,0.807,8,0.666,782,320,0.211,150,0.34,1,535,No
25,MO,some_college,unemployed,0,5343,2664,2210,0.547,0.404,0.6,0.5,5,0.546,444,464,0.471,227,0.334,2,551,No
25,OH,graduate,unemployed,1,4886,2443,2186,0.696,0.727,0.63,0.637,0,0.954,631,190,0.386,378,0.216,2,540,No
19,MA,graduate,unemployed,1,3941,1970,1583,0.615,0.707,0.712,0.5,6,0.57,642,113,0.0,243,0.397,2,520,No
24,NC,graduate,unemployed,1,3681,1840,1333,0.666,0.683,0.643,0.556,2,0.6,735,163,0.239,154,0.35,2,522,No
20,FL,graduate,unemployed,1,4037,2018,1075,0.762,0.879,0.793,0.794,7,0.953,693,61,0.273,252,0.398,2,534,No
22,VA,high_school,unemployed,1,4786,2393,1594,0.705,0.728,0.711,0.524,0,0.573,689,355,0.361,27,0.182,1,528,No
19,FL,some_college,gig,2,7604,598,6869,0.74,0.64,0.647,0.869,5,0.913,1802,1203,0.462,1409,0.209,0,563,No
22,AZ,graduate,gig,4,7027,1197,5249,0.636,0.759,0.764,0.721,2,0.752,1871,1568,0.633,1412,0.349,1,567,No
19,FL,high_school,gig,5,7209,871,5503,0.828,0.955,0.923,0.749,4,0.846,921,1158,0.714,1071,0.329,1,570,No
19,GA,some_college,gig,4,6410,531,5534,0.623,0.536,0.6,0.5,1,0.539,1634,1601,0.304,220,0.11,0,540,No
22,CA,bachelors,gig,1,5677,467,4901,0.802,0.887,0.856,0.944,3,0.592,966,601,0.453,568,0.385,1,573,No
21,FL,high_school,gig,4,7568,983,5566,0.828,0.907,0.85,0.968,3,0.982,1016,1605,0.28,1485,0.13,0,579,No
20,IL,high_school,gig,2,7300,1089,5296,0.834,0.978,0.977,0.916,8,0.614,894,1833,0.466,225,0.256,1,566,No
18,FL,graduate,gig,5,5836,735,4785,0.654,0.641,0.701,0.601,7,0.613,1058,1656,0.649,142,0.368,0,546,No
25,MA,graduate,gig,2,8252,507,7069,0.709,0.762,0.857,0.589,6,0.7,1799,886,0.506,345,0.119,1,583,No
24,TN,graduate,gig,3,6002,638,4676,0.611,0.675,0.656,0.616,4,0.878,1561,1570,0.585,1365,0.281,0,570,No
25,TN,bachelors,gig,1,5942,525,4610,0.699,0.737,0.773,0.62,1,0.869,1580,1035,0.165,366,0.215,1,563,No
19,MA,graduate,gig,0,8207,1169,6352,0.581,0.629,0.615,0.534,4,0.771,2149,1493,0.181,1564,0.109,0,547,No
25,IL,high_school,part_time,9,7382,436,6841,0.723,0.831,0.829,0.797,2,0.746,936,1908,0.55,224,0.271,1,602,Yes
25,WA,high_school,part_time,12,7802,560,6787,0.605,0.633,0.602,0.639,5,0.883,1224,782,0.285,262,0.351,1,564,No
23,VA,graduate,part_time,3,7058,499,6479,0.897,0.87,0.793,0.705,3,0.624,1620,1607,0.742,134,0.361,0,612,No
25,NC,graduate,part_time,9,8194,832,6964,0.508,0.499,0.6,0.633,6,0.785,1347,866,0.242,1414,0.303,1,574,No
20,AZ,bachelors,part_time,2,8018,706,7395,0.581,0.621,0.67,0.668,8,0.607,1227,1289,0.393,1647,0.168,1,546,No
23,AZ,graduate,part_time,9,6619,468,5658,0.584,0.673,0.707,0.5,4,0.716,1376,848,0.241,1279,0.255,0,582,No
20,MA,some_college,part_time,7,7862,911,6764,0.607,0.649,0.717,0.535,0,0.761,1358,926,0.064,1403,0.33,1,554,No
19,NC,graduate,part_time,7,8096,608,7229,0.829,0.873,0.87,0.798,3,0.703,993,1069,0.143,1694,0.193,1,601,Yes
21,CA,some_college,part_time,2,6152,679,4390,0.603,0.694,0.654,0.764,0,0.982,1212,460,0.426,171,0.194,0,565,No
23,WA,high_school,part_time,5,8251,1073,6576,0.877,0.945,1.0,0.876,1,0.785,1650,855,0.359,1188,0.385,0,601,No
19,GA,graduate,part_time,2,6783,737,5416,0.874,0.79,0.83,0.801,3,0.985,1274,885,0.381,1004,0.26,0,591,Yes
21,TN,bachelors,full_time,16,6637,548,6028,0.786,0.883,0.833,0.71,0,0.921,1542,2020,0.785,1615,0.301,1,657,No
23,MA,some_college,full_time,24,8306,524,7629,0.655,0.778,0.862,0.582,4,0.65,2386,2206,0.457,1760,0.367,1,622,Yes
24,TN,high_school,full_time,27,5638,680,4652,0.688,0.662,0.646,0.814,6,0.938,1488,1423,0.731,1036,0.12,1,621,Yes
25,IL,high_school,full_time,30,8347,428,7083,0.752,0.839,0.933,0.812,6,0.6,1344,1727,0.254,511,0.255,0,632,Yes
24,PA,graduate,full_time,4,6808,862,5729,0.604,0.661,0.605,0.774,4,0.599,1245,833,0.517,1709,0.365,1,576,No
21,NC,some_college,full_time,17,5864,873,4513,0.781,0.681,0.725,0.89,6,0.8,761,1532,0.481,1161,0.135,1,621,Yes
25,OH,some_college,full_time,9,5985,629,4678,0.878,0.972,0.91,0.842,7,0.691,1114,709,0.133,579,0.318,0,628,Yes
22,GA,graduate,full_time,27,6572,641,4849,0.648,0.703,0.745,0.687,0,0.734,1802,1666,0.626,434,0.314,0,645,No
18,TN,some_college,full_time,22,5713,740,4232,0.863,1.0,1.0,0.735,4,0.752,1006,1457,0.792,270,0.39,0,642,Yes
25,TX,some_college,full_time,13,6889,879,5431,0.627,0.636,0.721,0.788,1,0.657,2037,1220,0.734,575,0.324,0,633,Yes
22,IL,graduate,full_time,7,7617,720,6612,0.626,0.775,0.768,0.824,7,0.527,988,1041,0.036,532,0.149,1,600,No
18,MA,graduate,full_time,25,7308,765,5818,0.697,0.801,0.814,0.731,5,0.547,1999,844,0.091,1041,0.347,1,612,Yes
20,TN,some_college,self_employed,24,7205,478,6292,0.771,0.887,0.879,0.835,1,0.697,1571,2125,0.878,314,0.109,0,631,No
22,NJ,high_school,self_employed,21,7933,1073,6029,0.888,0.935,0.944,0.84,2,0.606,870,1573,0.416,113,0.323,0,618,No
20,TX,graduate,self_employed,11,6483,1189,4995,0.508,0.421,0.6,0.67,6,0.642,1624,1316,0.299,1005,0.34,1,555,No
23,IN,bachelors,self_employed,4,8225,498,7117,0.58,0.564,0.6,0.5,4,0.782,1518,2057,0.765,1257,0.156,0,565,No
25,TN,some_college,self_employed,9,8270,629,7153,0.711,0.755,0.715,0.72,7,0.719,2327,1569,0.228,261,0.305,0,598,Yes
18,IN,high_school,self_employed,7,7756,478,6957,0.543,0.521,0.6,0.68,4,0.678,1683,2032,0.294,1516,0.298,0,553,No
24,MD,bachelors,self_employed,23,8385,704,7159,0.79,0.867,0.888,0.632,4,0.671,2378,2165,0.432,160,0.324,1,617,Yes
18,IL,high_school,self_employed,4,7117,519,6373,0.762,0.75,0.811,0.612,7,0.651,1869,1619,0.623,1413,0.303,0,565,No
19,CA,some_college,self_employed,25,5565,1112,3952,0.584,0.628,0.709,0.665,8,0.595,891,853,0.416,44,0.135,1,566,No
25,OH,some_college,self_employed,19,5580,860,3671,0.618,0.717,0.736,0.818,5,0.504,1261,1021,0.844,1015,0.321,0,609,Yes
25,GA,graduate,unemployed,1,7602,1005,6055,0.786,0.794,0.882,0.765,5,0.777,1167,1586,0.758,239,0.248,0,576,No
20,TN,some_college,unemployed,1,6679,1143,5213,0.638,0.557,0.6,0.771,5,0.961,1807,1453,0.539,600,0.317,1,526,No
23,MI,some_college,unemployed,0,7434,565,5807,0.776,0.652,0.6,0.976,2,0.6,1644,727,0.2,1011,0.191,0,546,Yes
22,IL,some_college,unemployed,1,6962,1093,5963,0.831,0.95,0.918,0.939,1,0.669,854,934,0.351,996,0.177,1,563,No
22,NY,high_school,unemployed,0,6119,1106,4830,0.871,0.852,0.76,0.737,1,0.987,1568,1219,0.72,208,0.347,0,574,No
21,MA,bachelors,unemployed,1,6981,560,5777,0.805,0.804,0.706,0.741,5,0.667,890,1803,0.588,851,0.331,1,544,No
19,VA,graduate,unemployed,0,6589,781,4997,0.752,0.675,0.648,0.729,3,0.569,1224,1646,0.898,1057,0.338,1,540,No
19,WA,bachelors,unemployed,1,5847,746,4741,0.893,0.792,0.852,0.861,0,0.83,1334,1543,0.386,1293,0.394,1,545,No
22,VA,bachelors,unemployed,1,8455,1160,6680,0.503,0.437,0.6,0.658,2,0.85,1600,1010,0.329,1614,0.285,1,568,No
24,NY,high_school,unemployed,1,6308,708,5303,0.715,0.682,0.6,0.612,8,0.642,747,1261,0.489,1550,0.291,1,523,No
24,VA,high_school,unemployed,0,7569,513,6278,0.604,0.606,0.704,0.544,1,0.724,1623,635,0.106,483,0.342,0,531,No
20,FL,some_college,gig,3,8425,1973,5848,0.631,0.656,0.651,0.5,1,0.573,1559,1187,0.161,870,0.367,1,523,No
24,NC,graduate,gig,5,7909,2344,5120,0.734,0.775,0.701,0.739,7,0.866,1450,720,0.285,992,0.313,1,561,No
21,IL,high_school,gig,2,7365,2169,4991,0.878,0.838,0.937,0.795,6,0.555,1280,860,0.358,241,0.211,0,576,No
20,NY,graduate,gig,4,6082,2407,2905,0.875,0.816,0.831,0.856,2,0.91,1202,379,0.17,45,0.225,0,570,No
24,PA,some_college,gig,3,7446,2440,4529,0.702,0.69,0.637,0.638,7,0.574,1828,554,0.32,1277,0.223,0,556,No
25,CA,some_college,gig,3,6636,1381,4813,0.729,0.818,0.822,0.73,1,0.822,776,1630,0.703,108,0.387,0,576,No
20,GA,some_college,gig,1,5577,1763,2975,0.832,0.934,0.902,0.798,1,0.903,1234,596,0.128,882,0.38,1,551,No
23,FL,high_school,gig,1,7064,1726,4493,0.892,0.904,0.997,0.703,2,0.628,833,793,0.298,346,0.118,0,573,No
24,AZ,some_college,gig,0,5904,1855,3279,0.857,0.785,0.708,0.785,3,0.62,1295,521,0.323,516,0.216,1,558,No
19,GA,graduate,gig,4,7483,1259,5943,0.865,0.721,0.79,0.747,1,0.623,1578,1760,0.475,833,0.234,1,569,No
23,MO,some_college,gig,3,7713,1544,5363,0.881,1.0,1.0,0.79,0,0.501,1488,1648,0.488,342,0.1,0,596,No
24,MD,some_college,gig,3,6939,2494,4336,0.836,0.771,0.87,0.721,8,0.782,1111,862,0.171,286,0.318,1,549,No
23,NC,graduate,part_time,1,8101,1735,5532,0.598,0.743,0.644,0.667,7,0.979,1342,1817,0.437,4,0.283,0,571,No
25,TX,high_school,part_time,1,7108,2302,4339,0.715,0.833,0.896,0.565,1,0.676,1866,1331,0.529,362,0.352,0,587,No
21,CA,some_college,part_time,8,7320,1219,5231,0.803,0.858,0.765,0.965,1,0.908,1647,1580,0.437,1011,0.39,1,614,No
21,FL,graduate,part_time,2,5529,1601,2897,0.848,0.869,0.794,0.699,8,0.597,1369,776,0.598,179,0.12,1,598,No
21,CA,some_college,part_time,6,7642,1761,5265,0.897,0.955,0.865,0.87,4,0.84,2113,529,0.157,1378,0.383,1,617,No
22,TN,graduate,part_time,1,5998,2261,2856,0.645,0.722,0.737,0.841,4,0.959,1238,511,0.293,342,0.125,0,579,No
24,IL,some_college,part_time,4,5804,1711,3322,0.632,0.501,0.6,0.815,7,0.716,608,994,0.86,860,0.175,1,567,No
23,WI,high_school,part_time,8,7628,1684,5379,0.748,0.827,0.753,0.57,1,0.543,855,582,0.105,1420,0.12,1,587,Yes
